"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 03:00","2024","12","06","03:00","-3.9","","-5.1","","92","","0.0","","18","","6","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 04:00","2024","12","06","04:00","-4.2","","-5.8","","88","","0.0","","19","","7","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 05:00","2024","12","06","05:00","-3.5","","-4.6","","92","","0.0","","20","","14","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 06:00","2024","12","06","06:00","-3.1","","-4.4","","91","","0.0","","27","","6","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 07:00","2024","12","06","07:00","-1.9","","-4.0","","86","","0.0","","25","","8","","","","","","","","-5","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 08:00","2024","12","06","08:00","-5.5","","-6.1","","95","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 09:00","2024","12","06","09:00","-4.7","","-6.3","","88","","0.0","","18","","7","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 10:00","2024","12","06","10:00","-2.8","","-5.5","","81","","0.0","","14","","7","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 11:00","2024","12","06","11:00","-2.6","","-5.4","","82","","0.0","","20","","12","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 12:00","2024","12","06","12:00","-1.0","","-4.5","","78","","0.0","","19","","5","","","","","","","","-3","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 13:00","2024","12","06","13:00","-0.5","","-3.3","","81","","0.0","","19","","11","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 14:00","2024","12","06","14:00","1.0","","-3.0","","75","","0.0","","12","","3","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 15:00","2024","12","06","15:00","1.0","","-2.8","","76","","0.0","","18","","5","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 16:00","2024","12","06","16:00","0.4","","-2.2","","83","","0.0","","22","","9","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 17:00","2024","12","06","17:00","0.3","","-2.4","","82","","0.0","","33","","6","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 18:00","2024","12","06","18:00","0.9","","-2.2","","80","","0.0","","27","","24","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 19:00","2024","12","06","19:00","0.8","","-2.5","","79","","0.0","","36","","4","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 20:00","2024","12","06","20:00","-0.2","","-2.9","","82","","0.0","","1","","7","","","","","","","","-3","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 21:00","2024","12","06","21:00","-0.2","","-2.8","","83","","0.0","","24","","11","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 22:00","2024","12","06","22:00","0.9","","-2.1","","80","","0.0","","29","","9","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 23:00","2024","12","06","23:00","2.0","","-1.6","","77","","0.0","","25","","14","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 00:00","2024","12","07","00:00","-1.2","","-3.4","","85","","0.0","","16","","8","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 01:00","2024","12","07","01:00","-1.2","","-3.5","","84","","0.0","","27","","3","","","","","","","","-2","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 02:00","2024","12","07","02:00","-2.9","","-5.0","","85","","0.0","","1","","5","","","","","","","","-5","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 03:00","2024","12","07","03:00","-5.6","","-6.3","","95","","0.0","","34","","7","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 04:00","2024","12","07","04:00","-3.8","","-4.5","","95","","0.0","","27","","11","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 05:00","2024","12","07","05:00","0.1","","-2.3","","84","","0.0","","31","","13","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 06:00","2024","12","07","06:00","-0.9","","-2.6","","88","","0.0","","33","","16","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 07:00","2024","12","07","07:00","-0.5","","-2.5","","86","","0.0","","32","","12","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 08:00","2024","12","07","08:00","1.6","","-2.4","","74","","0.0","","32","","12","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 09:00","2024","12","07","09:00","2.4","","-2.3","","71","","0.0","","35","","3","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 10:00","2024","12","07","10:00","-0.1","","-3.0","","81","","0.0","","21","","3","","","","","","","","-1","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 11:00","2024","12","07","11:00","0.7","","-1.8","","83","","0.0","","18","","6","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 12:00","2024","12","07","12:00","2.5","","-1.6","","74","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 13:00","2024","12","07","13:00","2.4","","-1.2","","77","","0.0","","18","","7","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 14:00","2024","12","07","14:00","2.3","","-1.3","","77","","0.0","","21","","8","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 15:00","2024","12","07","15:00","1.5","","-1.4","","81","","0.0","","6","","7","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 16:00","2024","12","07","16:00","1.4","","-1.0","","84","","0.0","","9","","9","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 17:00","2024","12","07","17:00","0.5","","-1.2","","88","","0.0","","9","","9","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 18:00","2024","12","07","18:00","0.0","","-1.4","","90","","0.0","","13","","8","","","","","","","","-3","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 19:00","2024","12","07","19:00","-0.7","","-1.6","","93","","0.0","","11","","8","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 20:00","2024","12","07","20:00","-1.2","","-1.9","","95","","0.0","","11","","3","","","","","","","","-2","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 21:00","2024","12","07","21:00","-3.0","","-3.3","","98","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 22:00","2024","12","07","22:00","-2.5","","-2.6","","99","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 23:00","2024","12","07","23:00","-1.8","","-2.1","","98","","0.0","","31","","8","","","","","","","","-5","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 00:00","2024","12","08","00:00","-1.1","","-1.6","","97","","0.0","","30","","12","","","","","","","","-5","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 01:00","2024","12","08","01:00","0.3","","-0.2","","97","","0.0","","30","","8","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 02:00","2024","12","08","02:00","0.8","","0.4","","97","","1.7","","28","","17","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 03:00","2024","12","08","03:00","1.1","","0.7","","97","","0.8","","27","","24","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 04:00","2024","12","08","04:00","1.8","","1.2","","96","","0.0","","29","","37","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 05:00","2024","12","08","05:00","2.2","","1.0","","92","","0.0","","30","","44","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 06:00","2024","12","08","06:00","1.7","","0.6","","93","","0.0","","31","","40","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 07:00","2024","12","08","07:00","1.3","","0.2","","93","","0.0","","31","","44","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 08:00","2024","12","08","08:00","0.9","","-0.2","","92","","0.0","","31","","43","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 09:00","2024","12","08","09:00","0.4","","0.2","","99","","0.4","","32","","42","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 10:00","2024","12","08","10:00","0.3","","0.2","","100","","0.5","","33","","44","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 11:00","2024","12","08","11:00","0.3","","0.3","","100","","0.5","","33","","39","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 12:00","2024","12","08","12:00","0.2","","0.2","","100","","0.5","","33","","39","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 13:00","2024","12","08","13:00","-0.2","","-0.2","","100","","0.5","","33","","44","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 14:00","2024","12","08","14:00","-1.1","","-1.1","","100","","0.0","","32","","45","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 15:00","2024","12","08","15:00","-1.5","","-1.6","","100","","0.0","","33","","43","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 16:00","2024","12","08","16:00","-1.9","","-2.1","","98","","0.6","","33","","43","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 17:00","2024","12","08","17:00","-2.2","","-2.5","","98","","0.0","","33","","41","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 18:00","2024","12","08","18:00","-2.3","","-2.8","","97","","0.0","","33","","40","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 19:00","2024","12","08","19:00","-2.6","","-3.2","","96","","0.0","","33","","40","","","","","","","","-11","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 20:00","2024","12","08","20:00","-2.9","","-3.8","","94","","0.0","","33","","37","","","","","","","","-11","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 21:00","2024","12","08","21:00","-3.3","","-4.0","","95","","0.0","","32","","28","","","","","","","","-11","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 22:00","2024","12","08","22:00","-2.6","","-3.4","","94","","0.0","","32","","30","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-08 23:00","2024","12","08","23:00","-2.7","","-3.3","","95","","0.0","","33","","33","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 00:00","2024","12","09","00:00","-2.4","","-3.1","","95","","0.0","","32","","22","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 01:00","2024","12","09","01:00","-2.9","","-3.7","","94","","0.0","","33","","26","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 02:00","2024","12","09","02:00","-2.9","","-3.8","","93","","0.0","","32","","20","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 03:00","2024","12","09","03:00","-2.4","","-3.5","","93","","0.0","","31","","26","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 04:00","2024","12","09","04:00","-2.5","","-3.4","","93","","0.0","","31","","17","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 05:00","2024","12","09","05:00","-2.1","","-3.1","","93","","0.0","","30","","20","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 06:00","2024","12","09","06:00","-1.7","","-2.6","","94","","0.0","","30","","18","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 07:00","2024","12","09","07:00","-1.9","","-2.8","","94","","0.0","","30","","18","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 08:00","2024","12","09","08:00","-2.3","","-3.1","","94","","0.0","","29","","19","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 09:00","2024","12","09","09:00","-2.6","","-3.4","","94","","0.0","","28","","14","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 10:00","2024","12","09","10:00","-2.3","","-3.3","","93","","0.0","","28","","17","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 11:00","2024","12","09","11:00","-1.6","","-2.9","","91","","0.0","","30","","15","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 12:00","2024","12","09","12:00","-1.2","","-2.8","","89","","0.0","","30","","18","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 13:00","2024","12","09","13:00","-0.7","","-2.9","","85","","0.0","","30","","17","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 14:00","2024","12","09","14:00","-1.5","","-3.0","","90","","0.0","","28","","16","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 15:00","2024","12","09","15:00","-1.6","","-3.6","","86","","0.0","","29","","17","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 16:00","2024","12","09","16:00","-4.6","","-6.0","","90","","0.0","","29","","17","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 17:00","2024","12","09","17:00","-6.1","","-7.0","","93","","0.0","","29","","21","","","","","","","","-13","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 18:00","2024","12","09","18:00","-6.1","","-7.3","","92","","0.0","","30","","20","","","","","","","","-13","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 19:00","2024","12","09","19:00","-4.9","","-6.8","","87","","0.0","","30","","24","","","","","","","","-12","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 20:00","2024","12","09","20:00","-4.3","","-6.5","","84","","0.0","","30","","26","","","","","","","","-12","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 21:00","2024","12","09","21:00","-3.9","","-6.5","","82","","0.0","","30","","26","","","","","","","","-11","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 22:00","2024","12","09","22:00","-3.5","","-6.3","","81","","0.0","","29","","25","","","","","","","","-10","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-09 23:00","2024","12","09","23:00","-4.0","","-6.7","","82","","0.0","","30","","31","","","","","","","","-12","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 00:00","2024","12","10","00:00","-5.8","","-7.8","","85","","0.0","","31","","29","","","","","","","","-14","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 01:00","2024","12","10","01:00","-5.9","","-7.8","","86","","0.0","","32","","28","","","","","","","","-14","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 02:00","2024","12","10","02:00","-5.7","","-7.3","","88","","0.0","","32","","29","","","","","","","","-14","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 03:00","2024","12","10","03:00","-4.8","","-6.5","","88","","0.0","","32","","29","","","","","","","","-13","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 04:00","2024","12","10","04:00","-4.7","","-6.3","","89","","0.0","","33","","26","","","","","","","","-12","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 05:00","2024","12","10","05:00","-4.8","","-6.1","","91","","0.0","","33","","19","","","","","","","","-11","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 06:00","2024","12","10","06:00","-5.8","","-7.6","","87","","0.0","","32","","19","","","","","","","","-12","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 07:00","2024","12","10","07:00","-7.7","","-9.8","","85","","0.0","","1","","28","","","","","","","","-16","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 08:00","2024","12","10","08:00","-9.1","","-11.5","","83","","0.0","","1","","19","","","","","","","","-17","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 09:00","2024","12","10","09:00","-10.2","","-12.8","","81","","0.0","","1","","16","","","","","","","","-17","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 10:00","2024","12","10","10:00","-11.2","","-13.9","","80","","0.0","","3","","19","","","","","","","","-19","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 11:00","2024","12","10","11:00","-11.8","","-15.2","","76","","0.0","","4","","11","","","","","","","","-18","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 12:00","2024","12","10","12:00","-11.8","","-14.9","","78","","0.0","","4","","8","","","","","","","","-17","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 13:00","2024","12","10","13:00","-12.1","","-14.7","","81","","0.0","","3","","7","","","","","","","","-16","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 14:00","2024","12","10","14:00","-12.2","","-14.7","","81","","0.0","","5","","6","","","","","","","","-16","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 15:00","2024","12","10","15:00","-12.6","","-15.0","","82","","0.0","","11","","4","","","","","","","","-15","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 16:00","2024","12","10","16:00","-13.1","","-15.4","","83","","0.0","","12","","5","","","","","","","","-16","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 17:00","2024","12","10","17:00","-13.6","","-15.7","","84","","0.0","","11","","6","","","","","","","","-18","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 18:00","2024","12","10","18:00","-13.9","","-15.9","","85","","0.0","","11","","6","","","","","","","","-18","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 19:00","2024","12","10","19:00","-14.0","","-15.7","","87","","0.0","","10","","6","","","","","","","","-18","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 20:00","2024","12","10","20:00","-14.1","","-15.7","","87","","0.4","","14","","8","","","","","","","","-19","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 21:00","2024","12","10","21:00","-14.2","","-15.9","","87","","0.0","","13","","8","","","","","","","","-19","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 22:00","2024","12","10","22:00","-14.5","","-16.2","","87","","0.0","","12","","10","","","","","","","","-21","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-10 23:00","2024","12","10","23:00","-14.8","","-16.6","","86","","0.0","","11","","10","","","","","","","","-21","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 00:00","2024","12","11","00:00","-14.9","","-16.9","","85","","0.0","","13","","9","","","","","","","","-21","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 01:00","2024","12","11","01:00","-14.8","","-17.2","","82","","0.0","","10","","9","","","","","","","","-21","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 02:00","2024","12","11","02:00","-14.7","","-16.9","","83","","0.0","","10","","9","","","","","","","","-20","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 03:00","2024","12","11","03:00","-14.6","","-17.1","","81","","0.0","","10","","10","","","","","","","","-21","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 04:00","2024","12","11","04:00","-14.8","","-18.0","","76","","0.0","","10","","12","","","","","","","","-22","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 05:00","2024","12","11","05:00","-15.0","","-17.5","","81","","0.0","","9","","11","","","","","","","","-22","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 06:00","2024","12","11","06:00","-15.5","","-17.5","","85","","0.0","","10","","11","","","","","","","","-22","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 07:00","2024","12","11","07:00","-15.8","","-17.6","","86","","0.5","","10","","13","","","","","","","","-23","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 08:00","2024","12","11","08:00","-15.8","","-17.8","","85","","0.0","","11","","11","","","","","","","","-23","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-11 09:00","2024","12","11","09:00","-15.8","","-17.6","","86","","0.0","","13","","16","","","","","","","","-24","","NA"
